content,score,cleaned,label
"saya pesan hp di gundala phone,pebayaran via briva proses pembayaran saya ngga sampe 1 menit,terus saya batalin pesanan saya dikarenakan mau beli hp di toko lain,uang saya ngga masuk2,di chat toko nya ngga ada jawaban chat jam 09:wib sampe 14:00 wib belum di balas,,ampun toko pedia mending di shopee sekalli tekan batal langsung di kembalikan uang nyaa,,parahhh toko pedia penjualnya pada tidak niat jualan,udah balas chat lama ngga ada titik terang,parah2 tokped,penjual nya bosokkkkkk",1,pesan hp gundala phone pebayaran via briva proses pembayaran ngga sampe menit batalin pesanan beli hp toko uang ngga masuk chat toko nya ngga chat jam wib sampe wib balas ampun toko pedia mending shopee sekalli tekan batal langsung kembalikan uang nyaa parahhh toko pedia penjualnya niat jualan udah balas chat ngga titik terang parah tokped penjual nya bosokkkkkk,negatif
ok aplikasi akurat,5,ok aplikasi akurat,positif
makasih toko pedia sangat membantu paylaternya semoga berkah,5,makasih toko pedia membantu paylaternya semoga berkah,positif
belanja ditokopedia banyak bonus dan aman,5,belanja ditokopedia bonus aman,positif
belanja di toko pedia reel,5,belanja toko pedia reel,positif
ok,5,ok,positif
"tolong di perbaiki, selama ini nyaman pakai toped kenapa kupon gratis ongkir gak juga bisa tampil di pembayaran. masa sampai ratusan ribu ongkirnya tanpa diskon mau belanja",1,tolong perbaiki nyaman pakai toped kupon gratis ongkir gak tampil pembayaran ratusan ribu ongkirnya diskon belanja,negatif
belanja jd lebih mudah,5,belanja jd mudah,positif
bagus,5,bagus,positif
"stelah di Claim Voucher nya, Waktu mau pesan Kok Voucher nya ngak bisa di pakai. kecewa😟",2,stelah claim voucher nya pesan voucher nya ngak pakai kecewa,negatif
emang terbaik lah,5,emang terbaik,positif
mantap Tokopedia,5,mantap tokopedia,positif
"Pesanan melalui Tokopedia barangnya tidak sesuai, tapi bayarnya tetep seharga di pesan",3,pesanan tokopedia barangnya sesuai bayarnya tetep seharga pesan,netral
jelek bngt brang2 lbih mahal. vocher bnyk ga jls,1,jelek bngt brang lbih mahal vocher bnyk ga jls,negatif
barang cepat sampai dan produk terjamin kualitasnya,5,barang cepat produk terjamin kualitasnya,positif
bgus,5,bgus,positif
"ada banyak diskon dan voucher, barangnya juga bagus""",5,diskon voucher barangnya bagus,positif
nice,5,nice,positif
"Kurir rekomendasi tokped parah, pengiriman cikarang-bandung saja muter2 dijakarta 4 hari gak nyampe2.",2,kurir rekomendasi tokped parah pengiriman cikarang bandung muter dijakarta gak nyampe,negatif
"respon CS lambat, diskon minim, harus punya aplikasi tikotok. Ribet.",1,respon cs lambat diskon minim aplikasi tikotok ribet,negatif
"tokopedia gak responsif, banyak fitur merugikan konsumen, pengembalian dana dipersulit dengan menunggu konfirmasi buyer, dan kebanyakan toko tidak aktif dan barang-barang yang dijual banyak gak sesuai, buyer semena mena mempersulit pengembalian dana padahal barang-barang yang dijual gak sesuai",1,tokopedia gak responsif fitur merugikan konsumen pengembalian dana dipersulit menunggu konfirmasi buyer kebanyakan toko aktif barang barang dijual gak sesuai buyer semena mena mempersulit pengembalian dana barang barang dijual gak sesuai,negatif
"pembayaran di batalkan otomatis oleh sistem.. terindikasi menggunakan lbh dari 1 akun.. lah org akun cm 1 doank, kocak ... parah ni tokped, bagusan dulu. remuk setelah di ambil tiktod",1,pembayaran batalkan otomatis sistem terindikasi lbh akun org akun cm doank kocak parah ni tokped bagusan remuk ambil tiktod,negatif
recommended untuk blnja online,5,recommended blnja online,positif
parah ini!!! barang tertulis sudah di terima tapi nyatanya barang belum di terima!! kembalikan uangku!!..,1,parah barang tertulis terima barang terima kembalikan uangku,negatif
complain di tokopedia care help sama sekali ga di gubris. transaksi terbayar tp tidak terkonfirmasi. komplain dana saldo terpotong tapi sampe 5 hari chat balasan sama sekali ga ada !!!,1,complain tokopedia care help ga gubris transaksi terbayar tp terkonfirmasi komplain dana saldo terpotong sampe chat balasan ga,negatif
"Tokopedia mantap mudah,cuma voucher nih makin hari makin hilang/kecil banget",5,tokopedia mantap mudah voucher nih hilang banget,positif
ini knp vocer penguna baru ga bisa di pke dah?,2,knp vocer penguna ga pke dah,negatif
toko pedia ok banget,5,toko pedia ok banget,positif
Tokopedia mantap,5,tokopedia mantap,positif
the best,5,the best,positif
bagus,4,bagus,positif
Lebih cepat dan praktis,5,cepat praktis,positif
berbelanja jadi mudah,5,berbelanja mudah,positif
sudah jarang ada gratis ongkir dan diskon nya udah jarang sekali,2,jarang gratis ongkir diskon nya udah jarang,negatif
kenapa tidak bisa masuk pakai ovo,5,masuk pakai ovo,positif
"penanganan komplain sangat merugikan pembeli. keputusan sepihak, chat admin tidak ada respon tiba"" komplain di tolak. sebagai pembeli sangat dirugikan, barang tidak sesuai, yang datang hanya bungkus nya saja. isi nya tidak ada. parahhhh",1,penanganan komplain merugikan pembeli keputusan chat admin respon komplain tolak pembeli dirugikan barang sesuai bungkus nya isi nya parahhhh,negatif
top,5,top,positif
respon penyelesaian masalah sangat lambat. chat admin juga tidak ada penyelesaian masalah. sebagai pembeli merasa rugi. keputusan komplain saya diputuskan secara sepihak,1,respon penyelesaian lambat chat admin penyelesaian pembeli rugi keputusan komplain diputuskan,negatif
"penjualannya ga komit toko"" bnyak yg bisi saat di inbox... barang oengiriman jd lama...ga bisa gerecep",2,penjualannya ga komit toko bnyak yg bisi inbox barang oengiriman jd ga gerecep,negatif
saya rubah jadi bintang satu..kenapa tidak ada pembatalan otomatis atas pesanan yang pengiriman nya melewati batas waktu yang telah di tentukan harus pembeli yang melakukan pembatalan...cotumernya di jawab dengan robot dan bikin pening kepala,1,rubah bintang pembatalan otomatis pesanan pengiriman nya melewati batas tentukan pembeli pembatalan cotumernya robot bikin pening kepala,negatif
"Saya kecewa dengan sistem langganan Tokopedia PLUS. Tanpa persetujuan jelas, saya tiba-tiba sudah terdaftar dan dijadwalkan ditagih otomatis. Tidak ada tombol untuk membatalkan, dan proses keluar sangat membingungkan. Mohon perbaikan demi kenyamanan pengguna. #DarkPattern #TransparansiAplikasi",2,kecewa sistem langganan tokopedia plus persetujuan terdaftar dijadwalkan ditagih otomatis tombol membatalkan proses membingungkan mohon perbaikan kenyamanan pengguna darkpattern transparansiaplikasi,negatif
Mantepp,5,mantepp,positif
"banyak kasus penipuan di tokped, dan pihak tokped seperti tidak peduli dengan pengaduan",1,penipuan tokped tokped peduli pengaduan,negatif
aku suka dengan aplikasi ini 👍🏻👍🏻👍🏻,5,suka aplikasi,positif
aplikasi tolol respond customer service nya lelet ga kaya shopee,1,aplikasi tolol respond customer service nya lelet ga kaya shopee,negatif
"toko pedia luar biasa , pembatalan cod , penjual tidak respon sama sekali , sudah jelas tidak ada niatan kirim barang , harus menunggu lama. kejadian terulang lagi.. toko pedia belum ada perubahan",1,toko pedia pembatalan cod penjual respon niatan kirim barang menunggu kejadian terulang toko pedia perubahan,negatif
oke banget,5,oke banget,positif
makin kesini makin gila potongannya. mendewakan pembeli membvnvh penjualnya. parahhh,1,kesini gila potongannya mendewakan pembeli membvnvh penjualnya parahhh,negatif
"Kembalikan CS Tokopedia yang dulu yang berupa manusia asli, musnahkan CS link robot apalah itu yang gak jelas.. Mau mengadukan ini itu jadi gak nyambung, kalau manusia kan bisa kritis kita ngadu apa jadi bisa nemu inti aduannya apa, kalau lewat robot/ link itu cuma per-topik.. Topik masalahnya mending kalau komplex !! To the point, kembalikan CS kalian yg modelan dulu yang kalau di hubungi itu manusia yang ngangkat !!",1,kembalikan cs tokopedia manusia asli musnahkan cs link robot apalah gak mengadukan gak nyambung manusia kritis ngadu nemu inti aduannya robot link topik topik mending komplex to the point kembalikan cs yg modelan hubungi manusia ngangkat,negatif
Mau tutup akun Tokopedia muter muter ngga jelas,1,tutup akun tokopedia muter muter ngga,negatif
sangat bermanfaat tokopedia... 👍,5,bermanfaat tokopedia,positif
mau ganti alamat email gak ada opsi nya. konyol bangt nih platfoam. mau tutup akun gagal terus. konyol konyol. perbaiki segera!!,2,ganti alamat email gak opsi nya konyol bangt nih platfoam tutup akun gagal konyol konyol perbaiki,negatif
"Sejak terakhir aku rating, sekarang udah lebih baik. Pilhan pembayaran banyak & gak ribet pake aplikasi nya 😋👍🏻",5,rating udah pilhan pembayaran gak ribet pake aplikasi nya,positif
lumayan,4,lumayan,positif
"semakin lama semakin buruk, aplikasinya tambah busuk",1,buruk aplikasinya busuk,negatif
Marketplace terbaik dari Indonesia,5,marketplace terbaik indonesia,positif
good,5,good,positif
kalo aktivasi tolong kasih WhatsApp juga ya jangan cuma sms!!,1,kalo aktivasi tolong kasih whatsapp ya sms,negatif
sangat membantu,5,membantu,positif
siiiiippp,3,siiiiippp,netral
"Alhamdulillah.. Saran saya.. 1 aja.. Kasih promo sama paylater di semua pembelian.. Kaya pulsa, dll..",5,alhamdulillah saran aja kasih promo paylater pembelian kaya pulsa dll,positif
payah,1,payah,negatif
Bagus membantu,5,bagus membantu,positif
propesional dalam pelayanan.,5,propesional pelayanan,positif
"TERUNTUK TOKOPEDIA,SEBAIKNYA JASA PENGIRI JNT JANGAN DI SERTAKAN,SEBAB PELAYANAN MEREA SANGAT BURUK,KHUSUSNYA WILAYAH BAJAWA ,KAB NGADA, PROV NTT,,TRADISI JNT BAJAWA ADALAH,CUSTOMER HARUS MENGAMBIL BARANG DI KANTOR CABANG MEREKA,,BUKAN KURIR MENGANTAR BARANG KE TEPAT CUSTOMER",1,teruntuk tokopedia jasa pengiri jnt sertakan pelayanan merea buruk wilayah bajawa kab ngada prov ntt tradisi jnt bajawa customer mengambil barang kantor cabang kurir mengantar barang customer,negatif
toko appa ini makin lama tambah jlk jgn donlot ribet nie app,1,toko appa jlk jgn donlot ribet nie app,negatif
mantab,4,mantab,positif
"pengisian alamat penerima gak kayak shopee yang bisa pakai pin lokasi. paket sering nyasar nyari alamat, karena gak akurat",1,pengisian alamat penerima gak kayak shopee pakai pin lokasi paket nyasar nyari alamat gak akurat,negatif
Sumantri Trie memudahkan keperluan.,5,sumantri trie memudahkan keperluan,positif
sangat bgs dan membantu,5,bgs membantu,positif
semoga sesuai dengan kebutuhan,3,semoga sesuai kebutuhan,netral
ok bgt,5,ok bgt,positif
"sy kasih bintang 2 dulu. b eberapa transaksi terakhir dibikin kecewa pengiriman terlalu lama, TDK ada up date sampai 2 hari, bahkan transaksi dibatalkan sepihak setelah 1 Minggu status tunggu kurir beda dengan toko sebelah gercep",2,sy kasih bintang b eberapa transaksi dibikin kecewa pengiriman tdk up date transaksi dibatalkan minggu status tunggu kurir beda toko sebelah gercep,negatif
"kenapa seller malah makin dipersulit ya ??? sekarang seller cuman bisa mengurus 3 pembelian, dan saya harus beli subscription untuk meningkatkan kuota pembelian, kalian mikir kagak kami seller jual barang buat cari duit bukan malah keluar duit !!! jadi gak nyaman jual beli di tokopedia, maaf admin tokopedia saya turunkan bintangnya jadi bintang 1, dan saya sekarang mendingan pindah ke toko onlen sebelah saja lebih banyak gratis ongkir !!!",1,seller dipersulit ya seller cuman mengurus pembelian beli subscription meningkatkan kuota pembelian mikir kagak seller jual barang cari duit duit gak nyaman jual beli tokopedia maaf admin tokopedia turunkan bintangnya bintang mendingan pindah toko onlen sebelah gratis ongkir,negatif
mudah aman,4,mudah aman,positif
baik,5,,positif
oke bagus,5,oke bagus,positif
"baru semingguan instal ko pengiriman di sini lemot banget,parah,respon dari costumer servis lambat banget.beda bgt sama toko sebelah.uninstal langsung.",1,semingguan instal ko pengiriman lemot banget parah respon costumer servis lambat banget beda bgt toko sebelah uninstal langsung,negatif
"cuma saran ke tokped ,setiap chat ke toko di jawab nya lama dan kadang mesin yg jawab dan gak kasih solusi ,pembeli kan butuh sat set gak harus nunggu balasan lama dr toko",3,saran tokped chat toko nya kadang mesin yg gak kasih solusi pembeli butuh sat set gak nunggu balasan dr toko,netral
belanja cepat belanja hemat bnyk bonus nya,5,belanja cepat belanja hemat bnyk bonus nya,positif
ok,5,ok,positif
"retur pengembalian ribet, bayar sendiri, harus mencantumkan nomor telepon sedangkan di tokped sendiri dilarang share no telp. sumpah super ribet. mending belanja di toko Oren sih lebih praktis.",1,retur pengembalian ribet bayar mencantumkan nomor telepon tokped dilarang share no telp sumpah super ribet mending belanja toko oren sih praktis,negatif
pokok nya Tokopedia yang paling bagus dan murah,5,pokok nya tokopedia bagus murah,positif
aplikasi berat bug terus,1,aplikasi berat bug,negatif
good,5,good,positif
🤣,4,,positif
"mau batalin pesanan harus tunggu respon penjual, padahal mau batalin pesanan karena penjual ga respon.. hadeuuh. toko sebelah gampang batalin pesanan..",3,batalin pesanan tunggu respon penjual batalin pesanan penjual ga respon hadeuuh toko sebelah gampang batalin pesanan,netral
tokopedia sangat membantu untuk beberlanja segala kebutuhan yg ada.,5,tokopedia membantu beberlanja kebutuhan yg,positif
lumayan bagus cari brg serba apapun dengan Tokopedia semua bisa belanja dan terbeli dengan hrg yang cukup lumayan,5,lumayan bagus cari brg serba apapun tokopedia belanja terbeli hrg lumayan,positif
kebanyakan nge rekrut seller tololl mending si orenn dah,1,kebanyakan nge rekrut seller tololl mending si orenn dah,negatif
toko paling termahal d dunia gk ada yg murah d toko pedia paling mahal d dunia,1,toko termahal d dunia gk yg murah d toko pedia mahal d dunia,negatif
"semenjak di beli tiktok (pemegang saham terbesar) jadi ga jelas sering error, search barang susah, error sana sini. sebentar lagi nama tokopedia musnah kali ya di ganti tiktokpedia shop, gimana mau maju kalo kek gini app bagus punya anak bangsa bukanya lebih ditingkatkan malah di jual ke tiktok demi 'yah you know lah guys'. lebih suka di toped dari pada app sebelah tapi malah berakhir seperti ini, jujur ampas. point bonus 250k tiba2 hilang mantab ya tiktok mainmu merugikan sekali",1,semenjak beli tiktok pemegang saham terbesar ga error search barang susah error sebentar nama tokopedia musnah kali ya ganti tiktokpedia shop gimana maju kalo kek gini app bagus anak bangsa bukanya ditingkatkan jual tiktok yah you know guys suka toped app sebelah jujur ampas point bonus k hilang mantab ya tiktok mainmu merugikan,negatif
bagus standart,4,bagus standart,positif
toped jika kamu masih ga bisa seleksi toko yang nipu sebaiknya kamu tutup aja saya kena tipu ulah toko nakal dan toped diam saja. Boloho ribet mau login jah ...bisa ga sih di permudah ... Terlalu ribet juga hanya menjauhkan penguna dodol,1,toped ga seleksi toko nipu tutup aja kena tipu ulah toko nakal toped diam boloho ribet login jah ga sih permudah ribet menjauhkan penguna dodol,negatif
"Semenjak Tokopedia gabung ke Tiktok jadi gak jelas aplikasinya. Masih bagusan yg dulu sebelum gabung ke Tiktok. Masak harus gabungkan ke akun Tiktok, tambah gak jelas. lama lama hancur kayak Bukalapak yg akhirnya gak bisa jualan online lagi. Yg bakal monopoli cuman Oren Shoppe yg menguasai online shop. Lazada udah gak jelas, Blibli gak tau kabarnya. Ayo dong Tokopedia cuman itu doang yg bisa bersaing online shopnya Oren. yg lain udah nyerah",1,semenjak tokopedia gabung tiktok gak aplikasinya bagusan yg gabung tiktok masak gabungkan akun tiktok gak hancur kayak bukalapak yg gak jualan online yg monopoli cuman oren shoppe yg menguasai online shop lazada udah gak blibli gak tau kabarnya ayo tokopedia cuman doang yg bersaing online shopnya oren yg udah nyerah,negatif
jeleekkkkk,1,jeleekkkkk,negatif
okee aflikasinya,5,okee aflikasinya,positif
bagus banget,5,bagus banget,positif
mantap,5,mantap,positif
"saya tidak pernah menginstal apk ini tiba"" mengirim kode Verifikasi, jika ada yg mengatasnamakan atau menyalah gunakan data saya, saya tidak bertanggungjawab. terimakasih",5,menginstal apk mengirim kode verifikasi yg mengatasnamakan menyalah data bertanggungjawab terimakasih,positif
Tokopedia akhir-akhir ini benar-benar bagus bangett pengiriman cepat bangettt sangat responsif bangettt,5,tokopedia bagus bangett pengiriman cepat bangettt responsif bangettt,positif
belanja di toped alhamdulilah jrg kecewa ya klo menurut saya is the best,5,belanja toped alhamdulilah jrg kecewa ya klo is the best,positif
"masalahnya gk cuma 1x, ini beberapa kali bermasalah mulu ekspedisinya, kerjasama ekspedisinya jelek banget, mending toko oren",1,gk x kali bermasalah mulu ekspedisinya kerjasama ekspedisinya jelek banget mending toko oren,negatif
harus update berkali kali jelek,1,update berkali kali jelek,negatif
ok,5,ok,positif
ok banget,5,ok banget,positif
terimakasih Tokopedia 👍,5,terimakasih tokopedia,positif
"sedikit saran nih min, knp yah pas mau beli brg di keranjang harganya malah lebih mahal pas kita mau beli lebih dari 1? kalau beli 2 atau 3 mahal lg tuh. coba kalau kita mau beli lebih byk itu di kasih diskon tambahan kan jd senang buyernya buat langganan di toped. trs kalau bisa di bebas ongkirnya jgn cuma di daerah jawa saja di luar jawa juga lah kalau bisa sih, jd kita berasa 1 harga dg di daerah jawa kasian buyer yg diluar jawa",3,saran nih min knp yah pas beli brg keranjang harganya mahal pas beli beli mahal lg tuh coba beli byk kasih diskon tambahan jd senang buyernya langganan toped trs bebas ongkirnya jgn daerah jawa jawa sih jd berasa harga dg daerah jawa kasian buyer yg diluar jawa,netral
