content,score
"gak jelas, toko saya tau_tau dapat notifikasi atas pelanggaran yang tidak pernah terjadi",1
ok pertahankan,5
best apk paling bagus mudah nyaman dan banyak fitur menarik salah satunya tokped card cara pengajuan mudah dan dapat cashback pulang,5
pengiriman ya lambat. toko ya chat aktif. tapi tidak di balas. dalam proses jangka estimasi lewat dari tanggal di tentukan,1
pakai paylater memudahkan bli2 barang n trimakasi toko pedia,5
emejing,5
"Bagus Bagus dan terpercaya Bagus dan terpercaya,",5
bagus pelayanan nya,5
"sudah bonus gak bisa dipakai di semua toko, kadaluarsa nya cepat lagi. sungguh keterlaluan.",1
gg bang,5
asyik dan menyenangkan,5
smoga semakin bermanfaat bagi msyarakat indonesia. Amin,5
belanja mudah,2
banyak penjual yg masih pasang di etalase barangnya tidak ada,3
proses installnya kurang lama,1
"estimasi pengiriman 3-4 juli,,tp sampai tgl 7 barang belum sampai,ajukan komplain,tp msh disuruh tunggu 3 hari chat CS slow respon,,gk kaya dulu satu set pelayanan pelanggan 0%",1
"maaf, bukan maksud saya menjelekan tetapi, promo promonya kurang gencar seperti tahun tahun kemarin jadi kurasa masih belum bisa menyaingi online shop sebelah🙏. jadi aku kasih bintang 5 agar lebih semangat lagi buat menjadi yang terbaik, hehe. mari sesuaikan dengan 'pelanggan nomer satu', ini dukunganku😁.",5
barang-barangnya bagus,5
pengiriman cepat..,5
"kenapa tokped sekarang sistemnya jelek banget ya? saya mau ganti quantity keypednya suka naik turun sendiri, belum selesai ketik qty angka jadi 0 orderan lagi hilang, di tambah lagi qty barang di keranjang gak bisa lebih dari 800 kalo orderan sudah 800 yang di keranjang otomatis hilang,",2
"perbaiki vitur aktivasi pembayaran lewat dana, saya dari semalem aktifvasi dana malah eror terus, ( eror di rumah tokped utama kami akan memebereskannya harap kembali lagi nanti ), kaya gitu terus etdah perbaiki cepat saya mau belanja nih di tokped",3
"aku pesen barang dari 3 hari lalu masih diproses terus , padahal 1 kota , tapi gapaapa dehh , promonya jg banyakk",3
"cuma kurang 1 kurang map,kalau sedang dikirim gak ada map-nya,jadi saya gak tahu kalau paketnya dimana,cuma ada tulisan doang",4
ok,5
"Tokopedia Emang ok, saran aja nih klu bisa jangan terima seler abal2",5
ok,5
"Pelayanan belum memuaskan, tetapi cukup membantu.",4
alhamdulillah.. di kasi tau temen kalo belanja di tokped seruu abis.. banyak promonyam. murah2 harganya.. juga gmpang bgt pake apk nya.. cuman ya itu.. masih dikit yg ngasi ulasan..,5
Alhamdulillah dpt diskon gratis ongkir harga murah semoga lancar terus,5
saran toko yg nda aktif segera di blokir aja. sangat mengganggu,3
puas banget belanja disini,4
chat bantuan Tokopedia gak membantu sama sekali. 3 kali saya mengajukan pembatalan pemesanan selama pemakaian karna liat penjualnya tidak responsif setelah saya melakukan pembayaran dan karna khawatir dengan keamanan packing toko tsb. Tapi apa? tetap dikirim barangnya dengan waktu yang cukup lama mungkin karna toko bermasalah dan akhirnya kecewa berat karna ada barang yang reject. Saya juga tidak dapat pengembalian dana dan saya sudah lelah karna laporan saya hanya ditanggapi oleh bot tokped,3
mantap,5
Berisi tawaran horoskop (Perdukunan/ Kesyirikan),2
sangat baik,5
terlalu mahal,2
keren,5
"saya kalo mengedit no hp email atau menutup akun kok lama sekali nunggu 1 hari kok gk login2 ke pengaturannya, ini gimana sih. note saya mau sedikit mengedit karna no nya udah gk aktif",2
mantap terpercaya bagus,5
"cs tokopedia lamban gak bales komplain seharian lebih,percuma ada fiturnya kalo ga berguna dan gak di layani",1
olshop simple gak kaya sebelah ribet,5
saya pada bulan Maret kena sedot saldo dana saya mengatasnamakan Tokopedia mohon bantuannya,5
mudah ga ribet,5
"Tokopedia retur padahal konsumen sudah kena tipu penjual nakal, tapi pihak Tokopedia tidak bisa memberikan hasil yg memuaskan konsumen, padahal saat retur sudah disertai video unboxing. keputusan di tangan penjual , pihak Tokopedia tidak memiliki wewenang sama sekali toko gelora56, promo minyak goreng kemasan 2 liter sebanyak 6 buah harga Rp 100.300 yg datang ke konsumen sisir dibungkus bubble wrap dengan tulisan id di bungkus paket nominal 22.000 ,isi paket barang2 merk sunco BLOKIR Tokopedia",1
"Gila makin mahal, ongkir ngga masuk akal aplikasi mau bangkrut",1
"kurir lama, cuma dari Tangerang ke jakarta butuh waktu 7 hari gila mening di plafrom lain aja kecewa",1
sekarang jarang diskon,2
"makin sudah nyari barang , ketik apa yang muncul malah gak ada hubungan dengan barang yang di cari",1
cepat akurat,5
"tolong lah, keterangan barang bisa cod tapi pas di CO, malah only transfer 😑. logika lah, sistempencarian cod busuk",3
"serius nih tokped udah pelit? masa iya pengguna lama tidak mendapatkan voucher belanja 1 pun kecuali voucher tagihan? trus kalau mau banyak voucher harus langganan dulu yang sebulan 30K,yakali orang orang tiap minggu belanja di tokped... makin lama tokped makin aneh serius",1
"apk gjls pengguna baru gd promo ttp mahal bahkan ongkir mahal, trs jg gbs sistem cod. pdhl di gempur apk lbh yg berkualitas tp ini bnr"" gatau deh nyesel download",1
"Kocak kocak, makin ksini makin terpuruk nih aplikasi mana peling voc lagi. Mending tutup aja paling bener",1
"order dr tgl 16 juni sampai sekarang tgl 7juli barang blm datang dan pihak tokpec sama sekali tidak ada tanggung jawab, sementara tidak bisa chat langsung sama CS, CS NYA SISTEM Hati² untuk teman2, Untuk keluhan bisa di cek di IG Tokped care atw IG Tokped resmi lainnya , keluhan bgt banyak jg sama sekali ngk ada yg di balas",1
mantap. terimakasih,5
bgus,4
"yang di cari barang apa yang keluar barang apa aplikasi yang paling bikin orang emosi sumpah terkadang bikin hp melayang saking emosinya,ketik pencarian yang di cari barang apa yang muncul apa,menyebalkan banget ini aplikasi",1
kenapa jadi ribet sekarang mau pesan BRG,1
"toko shpe online nya d konekin ke tiktok bikin ribet, ngatur ini itu harus k tiktok, giblog",1
good,5
"bagus plc, ini make akun ibu aku malah dapet banyak promoo",5
"variasi pembayaran banyak, bisa pembayaran pakai ovo juga. memudahkan pembeli👍",5
kren sangat baik untuk membantu usaha,5
👍 mantap,5
pengiriman paling lambat ga kayak toko Oren sama biru ini toko paling lalai pengiriman banyak di tunda tunda baru pertama kali belanja online ke gini duh parah,1
mantap,5
bagus,4
aplikasi nya sekarang ga ada promo ga kaya dulu banyak promo,1
bagus,5
"blom pernah belanja sih,cuman kurang puas liatin gambar nya lelet banget kebuka",2
"pengiriman paket nya sering melewati estimasi yang diberikan, sehingga kami semakin lama menunggu",3
good,5
"aplikasi bagus,sering "" kasih gratis ongkir😁😁😁",5
sangat wow,5
bli barng 2 kli d aplikasi ini barang elektronik hrganya cukup mahal barang gk nyampe kurir mtoin pint rumah aja padahal barang gk ada dan waktibitu sy ada d rmh kacu pokoke,1
"saya suka ui nya. tapi kalau penjual banyak yang pindah, yaa ikut pindah. kalau ada aplikasi yang lebih murah dan jelas ngapain setia sama aplikasi yang udah kaga jelas. bikin rugi semua udah lama pilih2 barang! dapet ,stok habis. payah!!!",1
bagus sih cmn kok pda mahal ongkir ya gk kek dulu prtama pake,4
sangat mengecewakan dan buruk mereka pelindung para penjual penipu hak pembeli TDK ada SDH berkali kali komplain dan bbrp kali transaksi pelayanan tetap mengutamakan PENJUAL dr pd pembeli bukti sgt byk tetap aja eeekkk,1
"apk ini kekurangan beberapa fitur. salah satunya: jika pesanan terjadi kendala pembeli bisa membuat laporan ke cs servic, lokasi alamat tidak ada gambar seperti di gogle maps jadi kita bisa tahu di mana lokasi paketnya berada, terus yang paling penting saat ingin membuka apk tokopedia kadang sering harus buat sevikasi pin tokopedia ketika ingin membuka tokopedia. Saran saya itu semua harus diperbaiki atau setidaknya di update lagi. Tapi setelah update jangan mucul masalah lagi.",3
"Juli 2025 Saya Kecewa Dengan Tokopedia, Pembelian Barang Minyak Goreng Dapatnya cash HP Penipuan Tapi, Kurir JNT Sudah Di Konfirmasi Sebelum Barang Di Kirim Minta Retur Tidak Mau Retur, Akhir Retur Apk Dan Tidak Di Pick Up Selama 4 Hari Akhir Kirim Ke Kantor JNT, Di JNT Jombang Ditolak Tidak Menerima Retur Akhirnya Ke JNT Kediri. Masa Iya Merepotkan Pembeli Segitunya. Komplain Ke CS Tidak Memberikan Solusi Yang Berarti. Pokoknya Bikin Pusing. Dan Saya Putuskan Untuk Berhenti Mengunakan Tokopedia",1
mksih,5
Recommend,5
ok,3
"setelah integrasi.. dengan tiktok jadi semakin buruk,, upload produk tidak bisa.",1
"kurang membantu masalah retur balik, kalau ada penjual nakal, langsung di blacklis aj, expedisi yg TDK bisa kerjasama jangan di pakai, diskon sekarang aneh, kalau qty barang di gandakan, malah ga dpt diskon, ya ke depanny lebih baik LG tokped, thanks",1
"alih alih pembatalan otomatis jika belum di proses. toko malah bermain dengan barang kiriman ""GAGAL PICKUP PAKET KARNA PENGIRIM SEDANG MEMPERSIAPKAN PAKET"" pesen tanggal 3 sampai tanggal 6 PAKET BELOM TERKIRIM!!!!!!!!! DAN TIDAK ADA PEMBATALAN!!!!!!!!!!!!!!!",1
"sejak dipegang tiktok, tokopedia ini sengaja di error kan pas checkout, jadi halaman pembayaran kalau tidak error ya nge blank putih, setelah di tutup dan dibuka lagi harga sudah berubah jadi normal tidak promo lagi, itu kenapa saya sebut sengaja di error kan sama mereka",1
"makin kesini kok makin tidak baik sistem tokopedia ini. saya ada pembelian di Toko baju...toko tsb kirim salah size, dan toko tsb mau jika barang tsb diretur.baiklah saya retur krna size salah, sdh ada jadwal pengambilan paket dr kurir tokped, eeh sampai 4hari tdk ada satupun kurir yg dtg utk ambil paket yg saya retur, hasilnya pesanan terselesaikan otomatis karena sy tdk mengirim retur barang.pdhl paket sdh siap diambil, sdh keluar no invoice pengiriman jg tp kurir tak kunjung dtg.",3
Tokopedia bagus banget ya barang nya oke deh,5
"TERKAIT DISKON ATAU CASHBACK SAYA TIDAK PERNAH MEMPERMASALAHKAN WALAUPUN TIDAK PERNAH DAPAT, NAMUN KEBIJAKAN UNTUK PEMILIHAN DAN PENERAPAN PERATURAN KURIR SANGAT BURUK! SEHINGGA KURIR SEENAKNYA SAJA MENGAMBIL BARANG PEMBELI, TIDAK ADA TINDAKAN ATAU PERATURAN YANG TEGAS! JIKA KURIR TIDAK MELAKUKAN PEKERJAAN SESUAI SOP SEHARUSNYA DIKENAKAN SANKSI YANG BERAT,. DAN KEBIJAKAN REFUND DAN KOMPLAIN BURUK SEKALI, PEMBELI SELALU KALAH BANDING WALAUPUN PEMBELI DIPOSISI YANG BENAR,.",1
kenapa semua toko kalau di tanya barangnya ready kak di jawab ready kalau udah CO gk segera di kirim kok jadi lelet gitu sekarang,1
"barang ok, harga ok, satu saja kelemahan belanja disini pengirimannya apalagi klo kurirnya ""silemot"", super luuaaaamaaa banget, pengiriman dari dan ke sekitar bandung bisa nyampe 6 hari nyaris seminggu 😂😂 ...tolonglah perbaiki hal ini...dulu saya lebih sering belanja di toko ijo dari toko oren, sekarang terbalik",2
mantep,5
yg tepercaya,5
"Penipuan iming iming tulisan cashback tapi gamasuk masuk cashback masuk kemana gatau. Tolong ya jumlah transaksi pertama cashback 30rb dan transaksi ke dua cashback 20rb. Tolong itu masuk kemana, pesanan sudah saya terima dan sesuai.",1
mantap,4
"data saya bocor, ada yg mencuri foto profil saya namun saya tidak bisa menghapus atau edit foto profil saya. Saya juga tidak bisa hapus akun (selalu dapat message error saat edit foto profil dan hapus akun). Hati-hati Tokopedia yg skrng bukan seperti yg dulu, rating tinggi oleh orang lain belum tentu itu rating yg otentik dari pengguna.",1
gak bisa check out waktu pake voucher diskon. error (3) vouchernya menyesatkan... 😀,1
baguss..,5
pelayanan sangat baik,5
oke,5
"lama bgt sampe nya paket gw, gw saranin pake lazada aj lebih enak klo ngasih info soal posisi paket nya udh sampe mana aja",1
"saya pesan hp di gundala phone,pebayaran via briva proses pembayaran saya ngga sampe 1 menit,terus saya batalin pesanan saya dikarenakan mau beli hp di toko lain,uang saya ngga masuk2,di chat toko nya ngga ada jawaban chat jam 09:wib sampe 14:00 wib belum di balas,,ampun toko pedia mending di shopee sekalli tekan batal langsung di kembalikan uang nyaa,,parahhh toko pedia penjualnya pada tidak niat jualan,udah balas chat lama ngga ada titik terang,parah2 tokped,penjual nya bosokkkkkk",1
ok aplikasi akurat,5
makasih toko pedia sangat membantu paylaternya semoga berkah,5
belanja ditokopedia banyak bonus dan aman,5
belanja di toko pedia reel,5
ok,5
"tolong di perbaiki, selama ini nyaman pakai toped kenapa kupon gratis ongkir gak juga bisa tampil di pembayaran. masa sampai ratusan ribu ongkirnya tanpa diskon mau belanja",1
belanja jd lebih mudah,5
bagus,5
"stelah di Claim Voucher nya, Waktu mau pesan Kok Voucher nya ngak bisa di pakai. kecewa😟",2
emang terbaik lah,5
mantap Tokopedia,5
"Pesanan melalui Tokopedia barangnya tidak sesuai, tapi bayarnya tetep seharga di pesan",3
jelek bngt brang2 lbih mahal. vocher bnyk ga jls,1
barang cepat sampai dan produk terjamin kualitasnya,5
bgus,5
"ada banyak diskon dan voucher, barangnya juga bagus""",5
nice,5
"Kurir rekomendasi tokped parah, pengiriman cikarang-bandung saja muter2 dijakarta 4 hari gak nyampe2.",2
"respon CS lambat, diskon minim, harus punya aplikasi tikotok. Ribet.",1
"tokopedia gak responsif, banyak fitur merugikan konsumen, pengembalian dana dipersulit dengan menunggu konfirmasi buyer, dan kebanyakan toko tidak aktif dan barang-barang yang dijual banyak gak sesuai, buyer semena mena mempersulit pengembalian dana padahal barang-barang yang dijual gak sesuai",1
"pembayaran di batalkan otomatis oleh sistem.. terindikasi menggunakan lbh dari 1 akun.. lah org akun cm 1 doank, kocak ... parah ni tokped, bagusan dulu. remuk setelah di ambil tiktod",1
recommended untuk blnja online,5
parah ini!!! barang tertulis sudah di terima tapi nyatanya barang belum di terima!! kembalikan uangku!!..,1
complain di tokopedia care help sama sekali ga di gubris. transaksi terbayar tp tidak terkonfirmasi. komplain dana saldo terpotong tapi sampe 5 hari chat balasan sama sekali ga ada !!!,1
"Tokopedia mantap mudah,cuma voucher nih makin hari makin hilang/kecil banget",5
ini knp vocer penguna baru ga bisa di pke dah?,2
toko pedia ok banget,5
Tokopedia mantap,5
the best,5
bagus,4
Lebih cepat dan praktis,5
berbelanja jadi mudah,5
sudah jarang ada gratis ongkir dan diskon nya udah jarang sekali,2
kenapa tidak bisa masuk pakai ovo,5
"penanganan komplain sangat merugikan pembeli. keputusan sepihak, chat admin tidak ada respon tiba"" komplain di tolak. sebagai pembeli sangat dirugikan, barang tidak sesuai, yang datang hanya bungkus nya saja. isi nya tidak ada. parahhhh",1
top,5
respon penyelesaian masalah sangat lambat. chat admin juga tidak ada penyelesaian masalah. sebagai pembeli merasa rugi. keputusan komplain saya diputuskan secara sepihak,1
"penjualannya ga komit toko"" bnyak yg bisi saat di inbox... barang oengiriman jd lama...ga bisa gerecep",2
saya rubah jadi bintang satu..kenapa tidak ada pembatalan otomatis atas pesanan yang pengiriman nya melewati batas waktu yang telah di tentukan harus pembeli yang melakukan pembatalan...cotumernya di jawab dengan robot dan bikin pening kepala,1
"Saya kecewa dengan sistem langganan Tokopedia PLUS. Tanpa persetujuan jelas, saya tiba-tiba sudah terdaftar dan dijadwalkan ditagih otomatis. Tidak ada tombol untuk membatalkan, dan proses keluar sangat membingungkan. Mohon perbaikan demi kenyamanan pengguna. #DarkPattern #TransparansiAplikasi",2
Mantepp,5
"banyak kasus penipuan di tokped, dan pihak tokped seperti tidak peduli dengan pengaduan",1
aku suka dengan aplikasi ini 👍🏻👍🏻👍🏻,5
aplikasi tolol respond customer service nya lelet ga kaya shopee,1
"toko pedia luar biasa , pembatalan cod , penjual tidak respon sama sekali , sudah jelas tidak ada niatan kirim barang , harus menunggu lama. kejadian terulang lagi.. toko pedia belum ada perubahan",1
oke banget,5
makin kesini makin gila potongannya. mendewakan pembeli membvnvh penjualnya. parahhh,1
"Kembalikan CS Tokopedia yang dulu yang berupa manusia asli, musnahkan CS link robot apalah itu yang gak jelas.. Mau mengadukan ini itu jadi gak nyambung, kalau manusia kan bisa kritis kita ngadu apa jadi bisa nemu inti aduannya apa, kalau lewat robot/ link itu cuma per-topik.. Topik masalahnya mending kalau komplex !! To the point, kembalikan CS kalian yg modelan dulu yang kalau di hubungi itu manusia yang ngangkat !!",1
Mau tutup akun Tokopedia muter muter ngga jelas,1
sangat bermanfaat tokopedia... 👍,5
mau ganti alamat email gak ada opsi nya. konyol bangt nih platfoam. mau tutup akun gagal terus. konyol konyol. perbaiki segera!!,2
"Sejak terakhir aku rating, sekarang udah lebih baik. Pilhan pembayaran banyak & gak ribet pake aplikasi nya 😋👍🏻",5
lumayan,4
"semakin lama semakin buruk, aplikasinya tambah busuk",1
Marketplace terbaik dari Indonesia,5
good,5
kalo aktivasi tolong kasih WhatsApp juga ya jangan cuma sms!!,1
sangat membantu,5
siiiiippp,3
"Alhamdulillah.. Saran saya.. 1 aja.. Kasih promo sama paylater di semua pembelian.. Kaya pulsa, dll..",5
